,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout,Suggestion_qty,Stock_new
0,65550,樱桃小番茄,,,,,122,
1,07540,优选泰国桂圆,264.0,183.0,81.0,0.0,251,332.0
2,07310,金火龙果,608.0,324.0,284.0,0.0,363,647.0
3,11620,带叶鲜橙（小）,254.0,155.0,99.0,0.0,136,235.0
4,11600,满山红富士（大）,,,,,50,
5,16010,春蕉,1118.0,927.0,191.0,0.0,956,1147.0
6,16040,进口蕉,653.0,575.0,78.0,0.0,616,694.0
7,07350,泰国椰青,341.0,149.0,192.0,0.0,194,386.0
8,13160,南水梨,218.0,67.0,151.0,0.0,0,151.0
9,06390,金边香芒,297.0,146.0,151.0,0.0,102,253.0
10,05200,沙洲绿宝瓜,1605.0,835.0,770.0,0.0,920,1690.0
11,01310,克伦森无籽红提,352.0,180.0,172.0,0.0,162,334.0
12,08890,金香露蜜桔,,,,,16,
13,05020,鲜丰玉麒麟,327.0,256.0,71.0,0.0,508,579.0
14,07640,智利车厘子J,,,,,376,
15,06850,百香果（盒）,32.0,19.0,13.0,0.0,6,19.0
16,65770,冰糖橙,82.0,21.0,61.0,0.0,35,96.0
17,07600,菲律宾凤梨,280.0,88.0,192.0,0.0,0,192.0
18,12190,龙珠果,29.0,9.0,20.0,0.0,16,36.0
19,01270,冰糖木瓜,9.0,6.0,3.0,0.0,14,17.0
20,07340,火参果,6.0,6.0,0.0,0.0,10,10.0
21,07300,蜜宝红心火龙果,80.0,44.0,36.0,0.0,52,88.0
22,11650,优选香梨,117.0,85.0,32.0,0.0,84,116.0
23,07950,金尧榴莲,,,,,317,
24,11710,甄选蓝莓,185.0,81.0,104.0,0.0,23,127.0
25,12130,原种红玉木瓜,100.0,34.0,66.0,0.0,42,108.0
26,07220,台湾释迦,57.0,23.0,34.0,0.0,0,34.0
27,12240,珍珠牛奶枣,232.0,125.0,107.0,0.0,84,191.0
