,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout,Suggestion_qty,Stock_new
0,65550,樱桃小番茄,,,,,40,
1,07540,优选泰国桂圆,280.0,161.0,119.0,0.0,132,251.0
2,07310,金火龙果,449.0,290.0,159.0,0.0,266,425.0
3,11620,带叶鲜橙（小）,222.0,224.0,-2.0,-2.0,232,230.0
4,11600,满山红富士（大）,,,,,46,
5,16010,春蕉,776.0,615.0,161.0,0.0,479,640.0
6,16040,进口蕉,696.0,341.0,355.0,0.0,317,672.0
7,07350,泰国椰青,195.0,124.0,71.0,0.0,67,138.0
8,13160,南水梨,220.0,74.0,146.0,0.0,0,146.0
9,06390,金边香芒,204.0,151.0,53.0,0.0,187,240.0
10,05200,沙洲绿宝瓜,1136.0,828.0,308.0,0.0,727,1035.0
11,01310,克伦森无籽红提,374.0,199.0,175.0,0.0,265,440.0
12,08890,金香露蜜桔,,,,,4,
13,05020,鲜丰玉麒麟,327.0,206.0,121.0,0.0,151,272.0
14,07640,智利车厘子J,,,,,457,
15,06850,百香果（盒）,16.0,26.0,-10.0,-10.0,36,26.0
16,65770,冰糖橙,77.0,43.0,34.0,0.0,35,69.0
17,07600,菲律宾凤梨,151.0,103.0,48.0,0.0,127,175.0
18,12190,龙珠果,26.0,10.0,16.0,0.0,4,20.0
19,01270,冰糖木瓜,10.0,3.0,7.0,0.0,7,14.0
20,07340,火参果,7.0,3.0,4.0,0.0,2,6.0
21,07300,蜜宝红心火龙果,68.0,50.0,18.0,0.0,44,62.0
22,11650,优选香梨,150.0,78.0,72.0,0.0,17,89.0
23,07950,金尧榴莲,103.0,71.0,32.0,0.0,49,81.0
24,11710,甄选蓝莓,110.0,76.0,34.0,0.0,61,95.0
25,12130,原种红玉木瓜,104.0,33.0,71.0,0.0,40,111.0
26,07220,台湾释迦,20.0,20.0,0.0,0.0,20,20.0
27,12240,珍珠牛奶枣,157.0,112.0,45.0,0.0,145,190.0
